formula,expt_form_e,uncertainty,phaseinfo,reference,likely_mpid
TbCl3,-2.5876990264272584,0.008550522466416292,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-570232
TbF3,-4.425284036482542,0.012955337070327717,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-11347
TbO2,-3.356295990352901,0.013128074897932086,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2458
TeCl4,-0.6711901029395384,,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-569561
TeO2,-1.092739497425242,0.007254988759383522,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2125
Th(SO4)2,-2.3945231731295173,0.01969211234689813,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1202893
Th2N2O,-2.6712868612050125,0.05202863367443612,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
Th2S3,-2.2453153783326374,0.026117959533780676,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-20163
Th3N4,-1.932788229897806,0.03094474797369706,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-467
Th3Si2,-0.5905560850138186,0.04332264716317588,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1079146
Th7Rh3,-0.7848861410687344,,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1107
Th7Ru3,-0.5238101884274903,,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-573601
ThBr4,-2.0017550414104766,0.013058979766890338,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-570229
ThC,-0.6550218422757694,0.054412415695376415,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1164
ThC2,-0.4221712506650792,0.021764966278150565,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-7224
ThCl4,-2.4596484748241387,0.00601127640063206,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-567431
ThF4,-4.37620921966014,0.01741197302252045,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-31034
ThH2,-0.4957575652245407,0.014509977518767044,bctet,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-24291
ThI4,-1.3772041519241176,0.012229838194389366,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27697
ThN,-1.9624744594132426,0.054412415695376415,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-834
ThO2,-4.2379498624456025,0.004491183517713608,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-643
ThRe2,-0.6014731157184148,0.017273782760436954,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1659
ThRh,-1.2053645610232908,0.032647449417225846,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-12755
ThRh3,-0.8335463871048853,0.027206207847688207,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2509
ThRu,-0.6311840220663664,0.038866011210983153,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-12775
ThS,-2.0707810773211826,0.032647449417225846,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-503
ThS2,-2.168205212090047,0.1157343444949276,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1146
ThSi,-0.6633132580007791,0.06529489883445169,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-21238
ThSi2,-0.6014731157184148,0.057694434419859435,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-7497
Ti2O3,-3.1526035440418285,0.01741197302252045,trigon,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-458
Ti3O5,-3.169121598806496,,cr,https://janaf.nist.gov/tables/O-081.html,mp-1147
TiB,-0.8301779994666001,0.08654165162978915,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-7857
TiB2,-1.0913575948044067,0.025910674140655437,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1145
TiBr2,-1.4006619489127912,,cr,https://janaf.nist.gov/tables/Br-074.html,mp-27785
TiBr3,-1.4255949269492059,,cr,https://janaf.nist.gov/tables/Br-087.html,mp-28214
TiBr4,-1.280976053873586,,cr,https://janaf.nist.gov/tables/Br-098.html,mp-569814
TiC,-0.9561038757901855,0.023837820209402998,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-631
TiCl2,-1.7808199051479356,,cr,https://janaf.nist.gov/tables/Cl-123.html,mp-28116
TiCl3,-1.8699733527311029,0.012955337070327717,trigon,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-571143
TiCl4,-1.6894298481729468,,cr,https://janaf.nist.gov/tables/Cl-161.html,mp-30092
TiCr2,0.0010364269656262172,,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1425
TiF4,-3.41875798881464,0.007876844938759252,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-28974
TiI4,-0.7788188976119585,,cr,https://janaf.nist.gov/tables/I-065.html,mp-541013
TiN,-1.7497426425836333,,cr,https://janaf.nist.gov/tables/N-014.html,mp-492
TiO,-2.7904811443868556,,cr,https://janaf.nist.gov/tables/O-019.html,mp-1071163
TiO2,-3.261290185170497,0.002763805241669913,rutile,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-554278
TiS,-1.4095406732516556,0.15183655046424085,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1018028
TiS2,-1.4064313923547769,0.1157343444949276,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2156
Tl2O,-0.5783262468194293,0.025910674140655437,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27484
Tl2O3,-0.8092421747609505,0.012229838194389366,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1658
Tl2S,-0.3282018724483022,0.015891880139601997,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-556516
Tl2SO4,-1.3824455111502847,0.001184487960715677,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-4112
Tl2Te,-0.2774169511326175,0.01865568538127191,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-582753
TlBr,-0.8949546848182386,0.00414570786250487,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-568560
TlCl,-1.0581919319043678,0.008809629207822847,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-569639
TlF,-1.6867848865566688,0.023837820209402998,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-720
TlI,-0.6410300782398155,0.006736775276570413,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-571102
TlSe,-0.3166284379988094,0.005182134828131087,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1836
Tm2O3,-3.9149992199564734,0.012229838194389366,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1767
TmCl3,-2.5607519253209765,0.006477668535163858,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-28044
TmF3,-4.390563733134063,,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
U2C3,-0.37643027391544215,0.015546404484393261,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2625
U3O8,-3.3681991970187295,0.0023555158309686757,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-308
U3Si,-0.34901678067462866,0.043270825814894574,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-956
U3Si2,-0.35383616606479057,0.013058979766890338,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-21346
UAl2,-0.3409844716910255,0.01865568538127191,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-569744
UAl3,-0.2958998986862851,0.043270825814894574,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1723
UAl4,-0.27050743802844274,0.03461666065191566,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-574122
UAs2,-0.8671438945739353,0.04352993255630113,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1657
UB12,-0.3452099047047324,,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-22319
UB2,-0.5102675427433077,0.04352993255630113,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1514
UB4,-0.509092925515598,0.04332264716317588,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-619
UBr4,-1.662636138257578,0.021764966278150565,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27153
UC,-0.5052581457427809,0.01969211234689813,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2489
UC2,-0.30505500354931664,0.017273782760436954,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2486
UCl3,-2.2332410041830917,0.008550522466416292,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-23208
UCl4,-2.1118235851599803,0.004352993255630113,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-23235
UCl5,-1.7988917366719048,0.003627494379691761,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27240
UCl6,-1.5815875495456078,0.0031092808968786524,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-23250
UF3,-3.90499769973818,0.009846056173449065,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-18299
UF4,-3.9790504064321737,0.0095351280837612,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-287
UF5,-3.579646001445351,0.008636891380218477,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1852
UF6,-3.254232611071233,0.004886012837952167,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2275
UFe2,-0.111243160977214,0.004491183517713608,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-21050
UH3,-0.329065561586324,0.0010364269656262175,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-504970
UI4,-1.0579846465112426,0.01741197302252045,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-655360
UN,-1.5266569203674183,0.025910674140655433,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1865
UO2,-3.7484108590148195,,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1597
UO3,-3.170948301333412,0.0033683876382852064,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-375
UP,-1.3592739654187842,0.06529489883445169,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2011
US,-1.6479188753456857,0.03472030334847828,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2423
US2,-1.818238373363594,0.021764966278150565,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2849
US3,-1.4201640496493244,0.0868007583711957,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-12406
USe,-1.4287145721157406,0.07565916849071387,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2143
USi,-0.433744685114572,0.021764966278150565,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19715
USi2,-0.4480819248057346,0.008636891380218477,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-980
USi3,-0.3381342975355534,0.007514095500790075,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2800
V2O3,-2.5263943714104675,0.003523851683129139,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-21579
V2O5,-2.295241545876803,0.0025170369165208135,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-25279
V3Ge,-0.3658587188660547,,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1221
VBr2,-1.2589132875806452,0.08671438945739353,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-971787
VBr3,-1.1556160666732325,0.06503579209304515,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
VCl2,-1.5943701487883308,0.029019955037534087,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-22877
VCl3,-1.505928381054894,0.005441241569537641,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-28117
VF4,-2.9088359217265416,0.03461666065191566,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-554799
VN,-1.1253005779286656,,cr,https://janaf.nist.gov/tables/N-017.html,mp-925
VO,-2.237645818787003,0.010882483139075283,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19184
VO2,-2.4660052268799797,0.0034547565520873912,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1102963
VSi2,-0.4221712506650792,0.1157343444949276,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-10711
W(CO)6,-0.7548377315806942,0.006696912700969405,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
W2C,-0.09120557297510712,0.008636891380218477,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2034
WC,-0.21039467402212214,0.008809629207822847,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1894
WCl4,-0.9184525569829164,,cr,https://janaf.nist.gov/tables/Cl-165.html,mp-980949
WCl5,-0.8860725057228219,,cr,https://janaf.nist.gov/tables/Cl-182.html,mp-27160
WCl6,-0.8482073868386435,,cr,https://janaf.nist.gov/tables/Cl-190.html,mp-571518
WO2,-2.0365789874555174,0.021764966278150565,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19372
WO3,-2.183492509833034,0.007514095500790075,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19443
WOF4,-2.430265770348636,,cr,https://janaf.nist.gov/tables/F-133.html,mp-540636
WS2,-0.8961638496114692,0.057694434419859435,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-9813
Y2O3,-3.9487867390358877,0.010364269656262174,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2652
YCl3,-2.5910674140655434,0.009846056173449065,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27455
YF3,-4.45249024433023,0.008550522466416292,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2416
YH2,-0.7662650032529834,0.014509977518767044,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-24650
YH3,-0.6884466119172149,,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1178678
YN,-1.550494740576821,0.1083066179079397,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2114
Yb2O3,-3.7614007436506682,0.006840417973133034,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
YbCl2,-2.7606959607730346,0.029019955037534087,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-23220
YbCl3,-2.4902748916583937,0.008550522466416292,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
YbN,-1.8645321111615651,0.1083066179079397,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
Zn2SiO4,-2.4327902103149106,0.004886012837952167,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-3789
Zn3As2,-0.27921342453970294,0.021764966278150565,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-680580
Zn3N2,-0.046846498846305026,0.01741197302252045,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-9460
Zn3P2,-0.32958377506913716,0.030263667396285547,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2071
ZnBr2,-1.1390332352232129,0.008636891380218477,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-647579
ZnCO3,-1.6955945157644916,0.002694710110628165,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-9812
ZnCl2,-1.4340694447714764,0.002763805241669913,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-22909
ZnCr2O4,-2.2921322649799243,0.006810805774115142,none,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19410
ZnF2,-2.6408159084156018,0.005873086138548565,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1873
ZnI2,-0.7192803141445948,0.002763805241669913,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27161
ZnO,-1.816338257259946,0.003109280896878652,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2133
ZnP2,-0.3513487413472877,0.04352993255630113,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2782
ZnS,-1.063374066732499,0.012955337070327717,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-556716
ZnSO4,-1.6930794529945719,,cr,https://janaf.nist.gov/tables/O-071.html,mp-5126
ZnSb,-0.09846056173449065,0.006736775276570413,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-753
ZnSe,-0.8457244039509934,0.054412415695376415,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1190
ZnSeO3,-1.352122619355963,0.007876844938759252,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-5338
ZnTe,-0.6177104715132256,0.008809629207822847,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2176
ZnWO4,-2.126229919982185,0.013646288380745197,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-18918
ZrB2,-1.1144560971116633,,cr,https://janaf.nist.gov/tables/B-103.html,mp-1472
ZrBr4,-1.5767184156610956,,cr,https://janaf.nist.gov/tables/Br-102.html,
ZrC,-1.019056449682322,,cr,https://janaf.nist.gov/tables/C-110.html,mp-2795
ZrCl4,-2.0320187088067616,0.003523851683129139,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-569175
ZrF4,-3.9618457188027785,0.006840417973133034,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1105223
ZrI4,-1.0130037162030647,0.013058979766890338,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-571235
ZrN,-1.892842113727645,,cr,https://janaf.nist.gov/tables/N-019.html,mp-1352
ZrO2,-3.7914571256538285,,cr,https://janaf.nist.gov/tables/O-052.html,mp-2858
ZrS2,-1.9947764331752598,0.07220441193862646,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1186
ZrSiO4,-3.496127261798638,,cr,https://janaf.nist.gov/tables/O-072.html,mp-4820
K3Al2Cl9,-2.117405484674853,,cr,https://janaf.nist.gov/tables/Al-086.html,
Na5Al3F14,-3.5716262552128457,,cr,https://janaf.nist.gov/tables/Al-106.html,mp-4752
Al6Si2O13,-3.36553006107998,,cr,https://janaf.nist.gov/tables/Al-112.html,
KAlCl4,-2.067015392679407,,cr,https://janaf.nist.gov/tables/Al-029.html,mp-27755
K3AlCl6,-2.168205212090047,,cr,https://janaf.nist.gov/tables/Al-031.html,
